0,3,1
0,4,1
0,5,1
1,2,1
1,4,1
1,9,1
2,5,1
2,14,1
3,5,1
3,8,1
4,5,1
5,1,1
5,6,1
5,16,1
6,5,1
6,14,1
7,2,1
7,4,1
8,1,1
9,1,1
9,2,1
9,16,1
10,5,1
10,8,1
10,14,1
11,5,1
11,11,1
12,3,1
12,4,1
13,8,1
14,1,1
14,2,1
14,14,1
15,8,1
15,16,1
16,8,1
16,14,1
17,16,1
18,5,1
19,1,1
20,1,1
20,5,1
20,8,1
21,6,1
21,8,1
21,16,1
22,16,1
23,8,1
23,15,1
24,8,1
24,14,1
25,8,1
26,8,1
27,14,1
28,2,1
28,15,1
29,8,1
30,8,1
31,8,1
31,15,1
32,2,1
32,14,1
33,4,1
33,5,1
33,8,1
34,8,1
34,14,1
35,8,1
36,7,1
37,5,1
38,5,1
38,14,1
39,8,1
40,8,1
40,17,1
41,1,1
41,6,1
41,8,1
42,8,1
43,1,1
43,2,1
44,5,1
44,8,1
45,8,1
45,14,1
46,6,1
46,16,1
47,3,1
47,4,1
47,12,1
47,14,1
48,8,1
48,14,1
49,6,1
49,16,1
50,1,1
50,8,1
50,16,1
51,5,1
52,8,1
53,4,1
53,5,1
54,8,1
55,2,1
55,4,1
55,9,1
56,8,1
57,8,1
57,14,1
58,8,1
58,13,1
59,2,1
59,4,1
59,9,1
60,8,1
60,16,1
61,8,1
62,5,1
63,5,1
63,14,1
64,5,1
65,15,1
65,16,1
66,8,1
67,5,1
67,14,1
68,5,1
69,1,1
69,5,1
69,6,1
69,11,1
69,16,1
70,1,1
71,5,1
71,8,1
72,8,1
72,12,1
73,8,1
73,14,1
74,5,1
74,8,1
75,15,1
75,16,1
76,7,1
77,8,1
78,8,1
78,16,1
79,8,1
80,6,1
80,8,1
80,14,1
81,8,1
82,8,1
83,5,1
83,8,1
84,8,1
84,14,1
85,2,1
85,8,1
86,4,1
86,5,1
87,5,1
88,1,1
88,16,1
89,8,1
90,8,1
90,16,1
91,5,1
91,14,1
92,8,1
93,1,1
93,16,1
94,5,1
95,8,1
96,1,1
96,16,1
97,7,1
98,8,1
98,16,1
99,5,1
100,5,1
101,16,1
102,5,1
103,8,1
103,14,1
104,5,1
104,8,1
105,2,1
105,4,1
105,5,1
105,12,1
106,7,1
107,5,1
108,1,1
108,8,1
108,17,1
109,8,1
109,16,1
110,1,1
110,2,1
110,6,1
111,8,1
111,13,1
112,8,1
113,5,1
114,7,1
115,6,1
116,5,1
116,14,1
117,5,1
118,8,1
119,8,1
120,5,1
120,14,1
121,8,1
121,13,1
121,14,1
122,8,1
123,5,1
124,2,1
124,4,1
124,9,1
125,8,1
126,7,1
127,5,1
127,14,1
128,8,1
129,8,1
129,14,1
130,16,1
131,5,1
131,8,1
132,7,1
133,5,1
134,7,1
135,7,1
136,8,1
137,1,1
137,8,1
138,8,1
138,14,1
139,5,1
140,8,1
141,8,1
142,5,1
143,1,1
144,2,1
144,4,1
145,8,1
146,8,1
147,6,1
147,8,1
147,16,1
148,8,1
149,8,1
149,14,1
149,17,1
150,11,1
151,1,1
151,2,1
151,5,1
151,6,1
152,8,1
153,8,1
153,17,1
154,5,1
155,5,1
155,17,1
156,2,1
156,4,1
157,8,1
158,1,1
158,2,1
158,13,1
158,15,1
159,8,1
159,16,1
159,17,1
160,7,1
161,1,1
161,14,1
161,16,1
162,6,1
162,10,1
162,13,1
162,16,1
163,1,1
163,16,1
164,5,1
164,8,1
165,8,1
166,1,1
166,2,1
166,8,1
166,14,1
167,2,1
167,4,1
167,8,1
168,1,1
168,6,1
168,16,1
169,5,1
170,1,1
170,15,1
170,16,1
171,1,1
171,2,1
171,15,1
172,5,1
173,8,1
174,5,1
175,11,1
176,5,1
177,8,1
177,14,1
178,5,1
179,1,1
179,4,1
180,8,1
180,14,1
181,16,1
182,8,1
183,15,1
183,16,1
184,5,1
185,5,1
186,11,1
187,5,1
188,16,1
189,8,1
190,7,1
191,8,1
192,8,1
193,5,1
193,8,1
193,14,1
194,11,1
194,15,1
195,8,1
196,1,1
196,6,1
196,15,1
197,8,1
197,12,1
198,16,1
199,8,1
200,8,1
200,14,1
201,5,1
202,1,1
203,5,1
203,8,1
204,7,1
205,8,1
205,14,1
206,1,1
206,2,1
207,8,1
208,18,1
209,8,1
210,5,1
211,8,1
212,8,1
213,8,1
213,14,1
214,5,1
215,8,1
215,16,1
216,5,1
216,8,1
217,8,1
218,11,1
219,8,1
219,14,1
220,5,1
221,5,1
221,8,1
221,14,1
222,8,1
222,16,1
223,16,1
224,1,1
225,5,1
226,8,1
226,16,1
227,8,1
227,16,1
228,5,1
229,5,1
229,8,1
230,8,1
231,5,1
232,5,1
232,8,1
233,5,1
233,14,1
234,5,1
234,14,1
235,2,1
235,4,1
236,3,1
236,4,1
236,5,1
236,14,1
237,16,1
238,4,1
238,8,1
239,8,1
239,12,1
240,5,1
241,3,1
241,4,1
242,6,1
242,8,1
243,7,1
244,8,1
244,9,1
244,14,1
244,16,1
245,5,1
246,8,1
246,14,1
247,4,1
247,5,1
248,1,1
249,5,1
249,14,1
250,8,1
250,11,1
251,8,1
252,5,1
253,5,1
253,15,1
254,13,1
254,16,1
255,2,1
255,4,1
255,5,1
255,9,1
255,14,1
256,6,1
256,8,1
256,16,1
257,1,1
257,2,1
257,9,1
257,15,1
258,8,1
259,4,1
259,8,1
260,8,1
261,8,1
262,8,1
262,14,1
263,8,1
263,14,1
263,17,1
263,18,1
264,5,1
265,8,1
266,8,1
267,8,1
267,14,1
268,8,1
269,8,1
270,8,1
270,11,1
271,5,1
272,5,1
273,5,1
273,14,1
274,8,1
275,5,1
276,8,1
277,8,1
277,16,1
278,8,1
279,8,1
280,6,1
280,8,1
281,1,1
281,6,1
282,8,1
282,11,1
283,1,1
283,15,1
283,16,1
284,5,1
284,14,1
285,1,1
285,16,1
286,5,1
286,14,1
287,6,1
287,8,1
288,16,1
289,1,1
289,8,1
289,16,1
290,6,1
290,8,1
290,14,1
290,16,1
291,5,1
291,14,1
292,5,1
292,14,1
293,6,1
293,8,1
294,8,1
295,5,1
296,8,1
297,8,1
298,8,1
298,14,1
299,8,1
299,14,1
300,1,1
300,2,1
300,18,1
301,5,1
301,8,1
302,5,1
303,8,1
304,8,1
305,8,1
306,8,1
307,5,1
308,11,1
308,16,1
309,5,1
310,3,1
310,4,1
311,8,1
312,1,1
313,1,1
313,2,1
313,15,1
314,4,1
314,5,1
314,9,1
315,8,1
316,16,1
317,10,1
317,16,1
318,8,1
319,5,1
319,8,1
320,5,1
321,5,1
322,8,1
323,1,1
323,5,1
323,12,1
323,15,1
324,11,1
325,1,1
325,2,1
325,15,1
326,5,1
326,11,1
327,8,1
328,11,1
328,15,1
329,5,1
330,8,1
331,13,1
331,16,1
332,8,1
332,17,1
333,8,1
334,15,1
334,16,1
335,5,1
335,14,1
336,2,1
336,8,1
337,8,1
338,5,1
338,14,1
339,4,1
340,5,1
341,5,1
341,8,1
342,8,1
342,12,1
343,8,1
344,5,1
345,1,1
345,2,1
345,16,1
346,8,1
346,13,1
346,16,1
347,5,1
347,8,1
347,14,1
348,5,1
349,1,1
349,14,1
349,16,1
350,8,1
351,4,1
351,5,1
352,5,1
352,14,1
352,17,1
353,5,1
353,14,1
354,8,1
355,5,1
355,8,1
355,14,1
356,1,1
356,5,1
357,8,1
357,14,1
358,2,1
358,4,1
358,14,1
359,7,1
360,3,1
360,4,1
360,12,1
361,8,1
362,11,1
363,5,1
363,6,1
363,9,1
364,1,1
364,5,1
364,18,1
365,8,1
366,5,1
367,5,1
367,8,1
368,5,1
368,8,1
369,16,1
370,4,1
370,5,1
371,8,1
372,1,1
372,16,1
373,1,1
373,14,1
373,16,1
374,5,1
374,14,1
375,1,1
375,15,1
376,1,1
376,2,1
376,5,1
376,14,1
377,8,1
378,8,1
378,11,1
379,18,1
380,1,1
381,8,1
382,8,1
383,1,1
383,5,1
384,8,1
385,8,1
385,14,1
385,17,1
386,1,1
386,5,1
386,8,1
387,6,1
387,8,1
388,2,1
388,4,1
389,1,1
390,1,1
391,8,1
392,8,1
393,11,1
394,7,1
395,8,1
396,8,1
397,1,1
397,16,1
398,5,1
399,5,1
399,6,1
399,8,1
400,7,1
401,1,1
401,15,1
402,8,1
403,11,1
403,16,1
404,8,1
405,8,1
406,5,1
407,5,1
408,8,1
409,5,1
410,5,1
411,5,1
411,16,1
412,18,1
413,5,1
413,14,1
414,8,1
415,5,1
416,1,1
416,5,1
417,2,1
417,4,1
418,16,1
419,1,1
419,16,1
420,8,1
421,8,1
421,14,1
422,11,1
422,15,1
422,16,1
423,13,1
423,14,1
423,16,1
424,8,1
425,5,1
426,8,1
427,6,1
427,8,1
428,5,1
428,18,1
429,5,1
430,1,1
430,2,1
430,6,1
431,5,1
431,15,1
432,8,1
432,16,1
433,5,1
434,1,1
434,5,1
435,8,1
436,5,1
436,14,1
437,5,1
438,1,1
438,15,1
439,7,1
440,5,1
440,14,1
441,5,1
442,8,1
442,14,1
443,5,1
443,14,1
444,8,1
445,5,1
446,5,1
446,8,1
447,8,1
447,13,1
447,14,1
448,8,1
449,5,1
450,8,1
450,16,1
451,2,1
451,4,1
451,8,1
452,8,1
453,1,1
453,16,1
454,8,1
454,18,1
455,1,1
456,5,1
457,8,1
457,14,1
458,1,1
458,2,1
459,6,1
459,8,1
459,16,1
460,1,1
460,2,1
460,6,1
460,16,1
461,1,1
461,8,1
461,17,1
462,1,1
462,5,1
462,17,1
463,5,1
464,5,1
464,14,1
465,8,1
465,14,1
466,5,1
467,5,1
467,14,1
468,5,1
468,8,1
469,5,1
469,17,1
470,1,1
470,16,1
471,8,1
472,5,1
472,8,1
473,8,1
474,5,1
475,1,1
476,1,1
476,2,1
476,15,1
477,8,1
477,16,1
478,16,1
479,8,1
480,2,1
480,4,1
481,1,1
481,5,1
482,5,1
483,5,1
483,18,1
484,8,1
485,5,1
486,16,1
487,8,1
488,5,1
488,13,1
489,1,1
489,6,1
489,8,1
490,1,1
490,16,1
491,8,1
492,5,1
492,8,1
492,14,1
493,5,1
493,14,1
494,8,1
494,14,1
495,5,1
495,14,1
496,5,1
497,8,1
498,1,1
498,4,1
499,8,1
500,1,1
500,15,1
501,5,1
502,8,1
503,1,1
503,8,1
504,8,1
505,8,1
505,14,1
506,8,1
507,1,1
507,8,1
508,11,1
508,15,1
509,5,1
509,13,1
509,14,1
510,5,1
511,8,1
512,5,1
512,8,1
512,17,1
513,1,1
513,8,1
513,13,1
514,5,1
515,15,1
515,16,1
516,5,1
517,6,1
517,16,1
518,1,1
518,8,1
519,8,1
520,8,1
521,8,1
522,8,1
523,8,1
523,17,1
524,8,1
525,8,1
526,8,1
527,4,1
527,8,1
528,5,1
528,6,1
528,11,1
529,1,1
530,8,1
530,14,1
531,8,1
532,8,1
533,5,1
533,8,1
534,8,1
535,5,1
535,14,1
536,16,1
537,10,1
537,15,1
538,5,1
539,5,1
539,14,1
539,16,1
540,1,1
541,8,1
542,1,1
542,2,1
542,4,1
542,15,1
543,1,1
543,2,1
543,16,1
544,1,1
545,7,1
546,5,1
546,14,1
547,4,1
547,5,1
547,12,1
548,1,1
548,2,1
548,5,1
549,18,1
550,16,1
551,1,1
551,6,1
551,14,1
552,7,1
553,8,1
554,1,1
554,2,1
554,3,1
554,4,1
554,9,1
555,5,1
556,8,1
557,16,1
558,5,1
558,8,1
559,8,1
560,5,1
561,11,1
562,5,1
562,14,1
563,8,1
564,5,1
564,8,1
565,4,1
565,5,1
566,5,1
566,8,1
567,8,1
568,8,1
569,8,1
570,5,1
570,8,1
571,4,1
571,5,1
572,5,1
573,2,1
573,4,1
574,8,1
574,13,1
575,16,1
576,8,1
577,7,1
578,5,1
579,5,1
579,8,1
580,8,1
581,5,1
582,4,1
582,5,1
583,5,1
583,14,1
583,16,1
584,3,1
584,4,1
584,5,1
584,12,1
585,1,1
585,15,1
585,16,1
586,2,1
586,8,1
586,18,1
587,1,1
587,8,1
587,16,1
588,1,1
588,2,1
588,6,1
588,8,1
589,8,1
589,16,1
590,3,1
590,4,1
590,12,1
591,3,1
591,4,1
591,12,1
592,3,1
592,4,1
593,5,1
593,14,1
594,5,1
595,18,1
