0,0,1
0,1,1
0,8,1
1,2,1
1,9,1
2,3,1
2,10,1
3,4,1
3,11,1
4,3,1
4,12,1
5,0,1
5,5,1
5,13,1
6,6,1
6,14,1
7,3,1
7,15,1
8,3,1
8,16,1
9,0,1
9,6,1
9,14,1
10,0,1
10,3,1
10,14,1
11,3,1
11,15,1
12,4,1
12,14,1
13,6,1
13,17,1
14,3,1
14,11,1
15,0,1
15,6,1
15,17,1
16,5,1
16,14,1
17,0,1
17,7,1
17,18,1
18,1,1
18,8,1
19,3,1
19,19,1
20,7,1
20,9,1
21,7,1
21,10,1
22,6,1
22,17,1
23,0,1
23,3,1
23,11,1
24,7,1
24,20,1
25,3,1
25,11,1
26,3,1
26,21,1
27,0,1
27,3,1
27,14,1
28,6,1
28,11,1
29,0,1
29,6,1
29,11,1
30,2,1
30,11,1
31,0,1
31,3,1
31,17,1
32,4,1
32,18,1
33,0,1
33,7,1
33,17,1
34,4,1
34,14,1
35,3,1
35,18,1
36,0,1
36,3,1
36,13,1
37,0,1
37,7,1
37,20,1
38,7,1
38,20,1
39,4,1
39,17,1
40,0,1
40,7,1
40,20,1
41,3,1
41,22,1
42,3,1
42,15,1
43,4,1
43,16,1
44,0,1
44,4,1
44,9,1
45,7,1
45,23,1
46,7,1
46,20,1
47,3,1
47,20,1
48,7,1
48,15,1
49,0,1
49,3,1
49,24,1
50,0,1
50,1,1
50,8,1
51,7,1
51,20,1
52,3,1
52,17,1
53,5,1
53,14,1
54,0,1
54,6,1
54,15,1
55,6,1
55,12,1
56,7,1
56,23,1
57,3,1
57,24,1
58,0,1
58,5,1
58,14,1
59,5,1
59,14,1
60,3,1
60,16,1
61,0,1
61,6,1
61,18,1
62,7,1
62,20,1
63,7,1
63,14,1
64,6,1
64,15,1
65,3,1
65,25,1
66,0,1
66,5,1
66,26,1
67,7,1
67,20,1
68,0,1
68,3,1
68,14,1
69,7,1
69,20,1
70,3,1
70,19,1
71,0,1
71,4,1
71,17,1
72,7,1
72,20,1
73,6,1
